@relation titanic_real

@attribute Survived {0, 1}
@attribute Pclass numeric
@attribute Sex numeric
@attribute Age numeric
@attribute SibSp numeric
@attribute Parch numeric
@attribute Fare numeric
@attribute Embarked {S,C,B,Q}

@data
0,?,0,36,?,?,?,B
0,?,0,48,?,?,?,S
0,?,0,38,?,?,?,S
0,?,0,24,?,?,?,B
0,?,0,33,?,?,?,S
1,?,0,41,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,44,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,39,?,?,?,S
0,?,0,39,?,?,?,S
0,?,0,48,?,?,?,S
0,?,0,23,?,?,?,S
1,?,0,29,?,?,?,S
0,?,0,34,?,?,?,S
0,?,0,18,?,?,?,B
1,?,0,43,?,?,?,B
1,?,0,25,?,?,?,S
1,?,0,27,?,?,?,S
0,?,0,27,?,?,?,B
0,?,0,33,?,?,?,S
0,?,0,38,?,?,?,B
0,?,0,22,?,?,?,B
0,?,0,39,?,?,?,B
1,?,0,37,?,?,?,B
0,?,0,30,?,?,?,S
0,?,0,29,?,?,?,B
0,?,0,42,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,39,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,23,?,?,?,S
1,?,0,21,?,?,?,S
0,?,0,29,?,?,?,B
1,?,0,52,?,?,?,S
1,?,0,24,?,?,?,B
0,?,0,26,?,?,?,B
1,?,0,46,?,?,?,B
1,?,0,22,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,44,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,33,?,?,?,S
1,?,0,27,?,?,?,S
0,?,0,37,?,?,?,B
0,?,0,27,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,30,?,?,?,B
1,?,0,21,?,?,?,S
0,?,0,45,?,?,?,B
1,?,0,29,?,?,?,S
0,?,0,37,?,?,?,S
0,?,0,32,?,?,?,S
0,?,0,26,?,?,?,S
1,?,0,36,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,32,?,?,?,S
0,?,0,38,?,?,?,B
0,?,0,38,?,?,?,S
1,?,0,61,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,32,?,?,?,S
1,?,1,45,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,29,?,?,?,S
0,?,0,41,?,?,?,S
0,?,0,40,?,?,?,B
0,?,0,22,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,22,?,?,?,S
1,?,0,28,?,?,?,B
0,?,0,43,?,?,?,S
1,?,1,45,?,?,?,S
0,?,0,24,?,?,?,S
0,?,0,24,?,?,?,S
0,?,0,30,?,?,?,S
1,?,0,29,?,?,?,S
0,?,0,37,?,?,?,S
1,?,0,35,?,?,?,B
1,?,0,31,?,?,?,B
1,?,0,22,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,41,?,?,?,S
0,?,0,32,?,?,?,S
0,?,0,47,?,?,?,S
0,?,0,25,?,?,?,B
0,?,0,54,?,?,?,S
0,?,0,30,?,?,?,S
1,?,0,39,?,?,?,S
0,?,0,21,?,?,?,S
1,?,0,21,?,?,?,S
1,?,0,40,?,?,?,B
0,?,0,24,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,17,?,?,?,S
0,?,0,29,?,?,?,S
0,?,0,17,?,?,?,S
1,?,0,39,?,?,?,S
1,?,0,40,?,?,?,S
0,?,0,38,?,?,?,B
0,?,0,54,?,?,?,S
1,?,0,32,?,?,?,S
1,?,0,21,?,?,?,S
0,?,0,34,?,?,?,B
0,?,0,23,?,?,?,S
0,?,0,52,?,?,?,S
0,?,0,43,?,?,?,S
0,?,0,45,?,?,?,B
0,?,0,24,?,?,?,S
1,?,0,22,?,?,?,S
0,?,0,30,?,?,?,S
1,?,0,43,?,?,?,B
1,?,0,28,?,?,?,S
0,?,0,40,?,?,?,B
0,?,0,26,?,?,?,S
0,?,0,33,?,?,?,B
0,?,0,45,?,?,?,S
0,?,0,37,?,?,?,B
1,?,0,29,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,43,?,?,?,B
0,?,0,40,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,19,?,?,?,B
0,?,0,29,?,?,?,B
0,?,0,26,?,?,?,S
0,?,0,46,?,?,?,B
0,?,0,43,?,?,?,S
1,?,0,29,?,?,?,B
0,?,0,22,?,?,?,S
0,?,0,28,?,?,?,B
0,?,0,24,?,?,?,S
0,?,0,29,?,?,?,B
0,?,0,29,?,?,?,S
0,?,0,15,?,?,?,S
1,?,0,40,?,?,?,S
1,?,0,33,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,36,?,?,?,B
0,?,0,38,?,?,?,B
0,?,0,31,?,?,?,B
0,?,0,34,?,?,?,S
0,?,0,18,?,?,?,S
0,?,0,32,?,?,?,S
1,?,0,53,?,?,?,S
1,?,0,23,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,41,?,?,?,S
1,?,0,23,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,28,?,?,?,B
1,?,0,19,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,21,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,22,?,?,?,B
0,?,0,59,?,?,?,S
0,?,0,38,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,35,?,?,?,B
0,?,0,29,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,55,?,?,?,B
0,?,0,25,?,?,?,S
1,?,1,24,?,?,?,S
1,?,0,23,?,?,?,B
0,?,0,38,?,?,?,S
1,?,0,41,?,?,?,B
0,?,0,17,?,?,?,S
0,?,0,37,?,?,?,S
0,?,0,29,?,?,?,S
1,?,0,32,?,?,?,S
0,?,0,21,?,?,?,S
0,?,0,24,?,?,?,S
1,?,0,32,?,?,?,B
1,?,0,31,?,?,?,S
0,?,0,38,?,?,?,S
0,?,0,30,?,?,?,S
1,?,0,40,?,?,?,S
0,?,0,44,?,?,?,S
0,?,0,25,?,?,?,S
1,?,0,30,?,?,?,S
0,?,0,18,?,?,?,S
0,?,0,23,?,?,?,B
1,?,0,22,?,?,?,S
0,?,0,43,?,?,?,B
0,?,0,37,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,44,?,?,?,B
0,?,0,28,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,36,?,?,?,B
0,?,0,34,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,18,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,42,?,?,?,S
0,?,0,48,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,43,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,33,?,?,?,S
1,?,0,49,?,?,?,S
0,?,0,21,?,?,?,S
1,?,0,43,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,41,?,?,?,S
0,?,0,46,?,?,?,B
0,?,0,34,?,?,?,S
0,?,0,55,?,?,?,B
1,?,1,40,?,?,?,S
0,?,0,36,?,?,?,B
0,?,0,22,?,?,?,S
1,?,1,50,?,?,?,S
0,?,0,18,?,?,?,S
1,?,0,29,?,?,?,S
1,?,0,41,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,25,?,?,?,B
0,?,0,26,?,?,?,B
1,?,0,27,?,?,?,S
0,?,0,24,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,47,?,?,?,S
1,?,0,38,?,?,?,B
1,?,0,30,?,?,?,S
1,?,0,40,?,?,?,B
0,?,0,41,?,?,?,B
0,?,0,29,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,37,?,?,?,S
1,?,0,29,?,?,?,B
1,?,0,25,?,?,?,S
1,?,0,31,?,?,?,B
0,?,0,45,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,24,?,?,?,S
0,?,0,34,?,?,?,S
0,?,0,32,?,?,?,B
0,?,0,36,?,?,?,B
1,?,0,32,?,?,?,S
0,?,0,40,?,?,?,S
0,?,0,50,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,21,?,?,?,S
1,?,1,28,?,?,?,S
0,?,0,40,?,?,?,S
1,?,1,20,?,?,?,S
1,?,1,39,?,?,?,S
0,?,0,25,?,?,?,S
1,?,0,32,?,?,?,S
0,?,0,39,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,29,?,?,?,S
0,?,0,20,?,?,?,S
1,?,0,25,?,?,?,S
0,?,0,30,?,?,?,B
0,?,0,22,?,?,?,S
0,?,0,59,?,?,?,S
1,?,0,31,?,?,?,B
0,?,0,28,?,?,?,S
0,?,0,53,?,?,?,B
1,?,0,25,?,?,?,S
0,?,0,38,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,38,?,?,?,S
1,?,0,47,?,?,?,S
0,?,0,38,?,?,?,S
0,?,0,36,?,?,?,B
0,?,0,37,?,?,?,S
1,?,0,29,?,?,?,S
0,?,0,34,?,?,?,S
0,?,0,30,?,?,?,S
1,?,0,36,?,?,?,S
0,?,0,17,?,?,?,S
0,?,0,38,?,?,?,S
1,?,0,21,?,?,?,S
1,?,0,30,?,?,?,B
1,?,1,40,?,?,?,S
1,?,0,23,?,?,?,B
0,?,0,21,?,?,?,B
0,?,0,36,?,?,?,B
0,?,0,44,?,?,?,B
0,?,0,26,?,?,?,B
0,?,0,32,?,?,?,S
0,?,0,22,?,?,?,B
0,?,0,34,?,?,?,S
0,?,0,27,?,?,?,B
0,?,0,28,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,26,?,?,?,B
0,?,0,32,?,?,?,B
1,?,0,51,?,?,?,S
0,?,0,46,?,?,?,S
0,?,0,53,?,?,?,B
0,?,0,19,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,24,?,?,?,B
0,?,0,39,?,?,?,S
1,?,0,32,?,?,?,S
1,?,0,29,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,44,?,?,?,S
0,?,0,42,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,30,?,?,?,S
1,?,0,28,?,?,?,B
0,?,0,23,?,?,?,S
0,?,0,36,?,?,?,B
0,?,0,24,?,?,?,B
0,?,0,37,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,39,?,?,?,B
0,?,0,42,?,?,?,S
1,?,0,26,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,39,?,?,?,S
0,?,0,48,?,?,?,B
0,?,0,46,?,?,?,S
1,?,0,35,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,42,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,21,?,?,?,S
1,?,0,30,?,?,?,S
1,?,0,30,?,?,?,S
1,?,0,29,?,?,?,S
0,?,0,44,?,?,?,B
0,?,0,31,?,?,?,S
0,?,0,27,?,?,?,S
1,?,0,32,?,?,?,S
1,?,0,27,?,?,?,B
0,?,0,63,?,?,?,B
0,?,0,31,?,?,?,S
0,?,0,39,?,?,?,S
0,?,0,32,?,?,?,B
1,?,0,27,?,?,?,S
1,?,0,36,?,?,?,S
0,?,0,43,?,?,?,S
0,?,0,17,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,32,?,?,?,S
0,?,0,32,?,?,?,S
0,?,0,29,?,?,?,S
0,?,0,29,?,?,?,S
0,?,0,45,?,?,?,B
0,?,0,37,?,?,?,S
0,?,0,27,?,?,?,B
0,?,0,18,?,?,?,S
1,?,0,45,?,?,?,S
0,?,0,24,?,?,?,S
1,?,0,28,?,?,?,S
1,?,0,25,?,?,?,S
0,?,0,21,?,?,?,S
1,?,0,39,?,?,?,S
0,?,0,34,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,49,?,?,?,B
0,?,0,20,?,?,?,S
0,?,0,17,?,?,?,S
0,?,0,22,?,?,?,S
1,?,0,37,?,?,?,B
0,?,0,20,?,?,?,S
0,?,0,48,?,?,?,S
0,?,0,32,?,?,?,S
1,?,0,19,?,?,?,S
0,?,0,23,?,?,?,S
1,?,0,26,?,?,?,S
0,?,0,25,?,?,?,S
1,?,0,30,?,?,?,S
1,?,0,23,?,?,?,B
0,?,0,27,?,?,?,S
0,?,0,25,?,?,?,B
0,?,0,35,?,?,?,S
0,?,0,17,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,25,?,?,?,S
1,?,0,34,?,?,?,B
0,?,0,18,?,?,?,S
1,?,0,24,?,?,?,S
0,?,0,28,?,?,?,S
1,?,0,33,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,34,?,?,?,S
1,?,0,22,?,?,?,S
1,?,0,30,?,?,?,S
1,?,0,23,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,17,?,?,?,S
1,?,1,36,?,?,?,S
0,?,0,23,?,?,?,S
1,?,0,24,?,?,?,S
1,?,0,21,?,?,?,S
0,?,0,46,?,?,?,B
0,?,0,22,?,?,?,S
0,?,0,23,?,?,?,S
1,?,0,20,?,?,?,S
0,?,0,31,?,?,?,S
1,?,0,22,?,?,?,S
0,?,0,44,?,?,?,B
0,?,0,29,?,?,?,S
1,?,0,29,?,?,?,S
0,?,0,50,?,?,?,B
0,?,0,38,?,?,?,B
0,?,0,21,?,?,?,S
1,?,0,32,?,?,?,B
0,?,0,20,?,?,?,S
0,?,0,55,?,?,?,S
0,?,0,34,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,31,?,?,?,B
0,?,0,22,?,?,?,S
1,?,0,32,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,29,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,37,?,?,?,B
0,?,0,40,?,?,?,B
0,?,0,35,?,?,?,S
1,?,1,41,?,?,?,S
0,?,0,30,?,?,?,S
1,?,1,41,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,27,?,?,?,S
1,?,0,36,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,26,?,?,?,B
0,?,0,49,?,?,?,S
0,?,0,31,?,?,?,B
1,?,0,32,?,?,?,B
0,?,0,24,?,?,?,S
1,?,0,58,?,?,?,B
0,?,0,17,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,28,?,?,?,S
1,?,0,33,?,?,?,S
0,?,0,24,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,47,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,24,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,23,?,?,?,S
1,?,0,23,?,?,?,S
0,?,0,31,?,?,?,S
1,?,0,33,?,?,?,S
0,?,0,42,?,?,?,S
0,?,0,41,?,?,?,S
1,?,0,28,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,55,?,?,?,S
0,?,0,25,?,?,?,S
1,?,0,24,?,?,?,S
0,?,0,40,?,?,?,S
1,?,0,31,?,?,?,S
0,?,0,24,?,?,?,S
1,?,0,25,?,?,?,S
0,?,0,42,?,?,?,S
0,?,0,40,?,?,?,B
0,?,0,32,?,?,?,S
1,?,0,20,?,?,?,S
0,?,0,32,?,?,?,S
1,?,0,25,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,29,?,?,?,B
1,?,0,31,?,?,?,S
0,?,0,24,?,?,?,S
0,?,0,37,?,?,?,S
0,?,0,37,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,41,?,?,?,B
0,?,0,33,?,?,?,S
0,?,0,36,?,?,?,B
1,?,1,28,?,?,?,S
0,?,0,31,?,?,?,B
1,?,1,30,?,?,?,S
0,?,0,40,?,?,?,S
0,?,0,29,?,?,?,B
0,?,0,62,?,?,?,S
0,?,0,22,?,?,?,S
1,?,1,45,?,?,?,S
0,?,0,40,?,?,?,S
0,?,0,38,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,20,?,?,?,B
0,?,0,39,?,?,?,B
0,?,0,24,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,26,?,?,?,S
0,?,1,22,?,?,?,S
0,?,0,41,?,?,?,S
0,?,0,26,?,?,?,S
1,?,0,21,?,?,?,S
1,?,0,36,?,?,?,S
0,?,0,38,?,?,?,S
0,?,0,31,?,?,?,S
1,?,1,47,?,?,?,S
0,?,0,36,?,?,?,B
0,?,0,30,?,?,?,S
1,?,0,28,?,?,?,B
0,?,0,20,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,29,?,?,?,S
1,?,0,25,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,34,?,?,?,B
0,?,0,31,?,?,?,B
0,?,0,28,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,48,?,?,?,B
0,?,0,45,?,?,?,B
1,?,0,24,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,24,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,40,?,?,?,S
1,?,0,24,?,?,?,S
0,?,0,42,?,?,?,S
0,?,0,49,?,?,?,S
0,?,0,19,?,?,?,S
1,?,0,28,?,?,?,S
0,?,0,32,?,?,?,S
0,?,0,19,?,?,?,S
1,?,0,27,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,17,?,?,?,S
1,?,0,46,?,?,?,S
1,?,0,23,?,?,?,S
1,?,0,30,?,?,?,B
0,?,0,24,?,?,?,S
0,?,0,25,?,?,?,B
1,?,0,35,?,?,?,S
0,?,0,39,?,?,?,S
0,?,0,25,?,?,?,S
1,?,0,44,?,?,?,S
1,?,0,25,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,31,?,?,?,S
1,?,0,29,?,?,?,B
0,?,0,28,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,32,?,?,?,S
1,?,0,39,?,?,?,S
0,?,0,37,?,?,?,B
0,?,0,42,?,?,?,S
0,?,0,28,?,?,?,B
0,?,0,17,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,38,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,38,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,34,?,?,?,S
0,?,0,21,?,?,?,S
1,?,0,32,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,18,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,37,?,?,?,S
0,?,1,36,?,?,?,S
0,?,0,48,?,?,?,B
0,?,1,32,?,?,?,S
0,?,0,23,?,?,?,B
0,?,0,34,?,?,?,B
0,?,0,31,?,?,?,S
0,?,0,40,?,?,?,B
1,?,0,37,?,?,?,S
0,?,0,40,?,?,?,S
0,?,0,37,?,?,?,B
0,?,0,26,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,15,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,25,?,?,?,B
0,?,0,31,?,?,?,S
0,?,0,50,?,?,?,B
0,?,0,28,?,?,?,S
1,?,0,52,?,?,?,S
0,?,0,21,?,?,?,S
1,?,0,30,?,?,?,B
1,?,0,30,?,?,?,B
1,?,0,29,?,?,?,B
1,?,0,18,?,?,?,S
0,?,0,21,?,?,?,S
1,?,0,32,?,?,?,S
0,?,0,37,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,32,?,?,?,B
1,?,0,23,?,?,?,S
0,?,0,39,?,?,?,S
1,?,0,37,?,?,?,S
0,?,0,39,?,?,?,S
0,?,0,42,?,?,?,S
0,?,0,26,?,?,?,S
1,?,0,28,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,59,?,?,?,S
0,?,0,34,?,?,?,S
0,?,0,28,?,?,?,B
0,?,0,53,?,?,?,S
1,?,0,38,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,39,?,?,?,S
1,?,0,31,?,?,?,S
0,?,0,39,?,?,?,S
0,?,0,37,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,40,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,49,?,?,?,S
0,?,0,41,?,?,?,S
0,?,0,45,?,?,?,S
0,?,0,37,?,?,?,S
0,?,0,19,?,?,?,B
0,?,0,24,?,?,?,S
1,?,0,40,?,?,?,S
0,?,0,26,?,?,?,S
1,?,0,41,?,?,?,B
1,?,0,40,?,?,?,S
0,?,0,32,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,26,?,?,?,S
